timestamp;tag;duration;package_0;nvidia_gpu_0
1682590490.9800313;AlexNet;30.132338523864746;999273809.0;1725624
1682590521.1130059;AlexNet;47.52389144897461;1704589386.0;2687054
1682590568.6379402;AlexNet;69.04315972328186;2616949111.0;3982137
1682590637.6817586;AlexNet;90.67004799842834;3489290262.0;5309098
1682590728.3525388;AlexNet;38.907169818878174;1678087318.0;2643121
1682590767.2604167;AlexNet;68.81920766830444;2875679345.0;4557970
1682590836.0822494;AlexNet;100.40701627731323;4074641363.0;6679765
1682590936.4904583;AlexNet;130.8092703819275;5169104626.0;8767139
1682591067.3003557;AlexNet;48.38389325141907;1993487206.0;4209370
1682591115.6849022;AlexNet;90.92734742164612;4140145529.0;8043283
1682591206.6129754;AlexNet;131.15530848503113;5715030840.0;11069787
1682591337.7689574;AlexNet;173.45590662956238;7649828866.0;13979792
1682591511.225565;AlexNet;58.4947452545166;2647650937.0;6072997
1682591569.7209928;AlexNet;109.01108646392822;4779405612.0;11926156
1682591678.732721;AlexNet;161.8450846672058;7294384707.0;17771075
1682591840.5784795;AlexNet;214.67951130867004;9791027731.0;23689222
1682592055.2587323;AlexNet;68.39420437812805;3105761581.0;7906093
1682592123.6566315;AlexNet;129.57721304893494;5877172515.0;15354280
1682592253.235679;AlexNet;191.46993899345398;8733228497.0;22805365
1682592444.706265;AlexNet;258.70650267601013;12218137239.0;30864503
